dist_code,month,documents_registered_rev,estamps_challans_rev,documents_registered_cnt,estamps_challans_cnt
D27,2021-12-01,96500,57900,1930,965
D27,2022-01-01,96500,57900,1930,965
D27,2022-02-01,96500,57900,1930,965
D27,2022-03-01,96500,57900,1930,965
D27,2022-04-01,96500,57900,1930,965
D27,2022-05-01,96500,57900,1930,965
D27,2022-06-01,96500,57900,1930,965
D27,2022-07-01,96500,57900,1930,965
D27,2022-08-01,96500,57900,1930,965
D27,2022-09-01,96500,57900,1930,965
D27,2022-10-01,96500,57900,1930,965
D27,2022-11-01,96500,57900,1930,965
D27,2022-12-01,96500,57900,1930,965
D27,2023-01-01,96500,57900,1930,965
D27,2023-02-01,96500,57900,1930,965
D27,2023-03-01,96500,57900,1930,965
D28,2019-04-01,137800,82680,2756,1378
D28,2019-05-01,137800,82680,2756,1378
D28,2019-06-01,137800,82680,2756,1378
D28,2019-07-01,137800,82680,2756,1378
D28,2019-08-01,137800,82680,2756,1378
D28,2019-09-01,137800,82680,2756,1378
D28,2019-10-01,137800,82680,2756,1378
D28,2019-11-01,137800,82680,2756,1378
D28,2019-12-01,137800,82680,2756,1378
D28,2020-01-01,137800,82680,2756,1378
D28,2020-02-01,137800,82680,2756,1378
D28,2020-03-01,137800,82680,2756,1378
D28,2020-04-01,137800,82680,2756,1378
D28,2020-05-01,137800,82680,2756,1378
D28,2020-06-01,137800,82680,2756,1378
D28,2020-07-01,137800,82680,2756,1378
D28,2020-08-01,137800,82680,2756,1378
D28,2020-09-01,137800,82680,2756,1378
D28,2020-10-01,137800,82680,2756,1378
D28,2020-11-01,137800,82680,2756,1378
D28,2020-12-01,137800,82680,2756,1378
D28,2021-01-01,137800,82680,2756,1378
D28,2021-02-01,137800,82680,2756,1378
D28,2021-03-01,137800,82680,2756,1378
D28,2021-04-01,137800,82680,2756,1378
D28,2021-05-01,137800,82680,2756,1378
D28,2021-06-01,137800,82680,2756,1378
D28,2021-07-01,137800,82680,2756,1378
D28,2021-08-01,137800,82680,2756,1378
D28,2021-09-01,137800,82680,2756,1378
D28,2021-10-01,137800,82680,2756,1378
D28,2021-11-01,137800,82680,2756,1378
D28,2021-12-01,137800,82680,2756,1378
D28,2022-01-01,137800,82680,2756,1378
D28,2022-02-01,137800,82680,2756,1378
D28,2022-03-01,137800,82680,2756,1378
D28,2022-04-01,137800,82680,2756,1378
D28,2022-05-01,137800,82680,2756,1378
D28,2022-06-01,137800,82680,2756,1378
D28,2022-07-01,137800,82680,2756,1378
D28,2022-08-01,137800,82680,2756,1378
D28,2022-09-01,137800,82680,2756,1378
D28,2022-10-01,137800,82680,2756,1378
D28,2022-11-01,137800,82680,2756,1378
D28,2022-12-01,137800,82680,2756,1378
D28,2023-01-01,137800,82680,2756,1378
D28,2023-02-01,137800,82680,2756,1378
D28,2023-03-01,137800,82680,2756,1378
D29,2019-04-01,95900,57540,1918,959
D29,2019-05-01,95900,57540,1918,959
D29,2019-06-01,95900,57540,1918,959
D29,2019-07-01,95900,57540,1918,959
D29,2019-08-01,95900,57540,1918,959
D29,2019-09-01,95900,57540,1918,959
D29,2019-10-01,95900,57540,1918,959
D29,2019-11-01,95900,57540,1918,959
D29,2019-12-01,95900,57540,1918,959
D29,2020-01-01,95900,57540,1918,959
D29,2020-02-01,95900,57540,1918,959
D29,2020-03-01,95900,57540,1918,959
D29,2020-04-01,95900,57540,1918,959
D29,2020-05-01,95900,57540,1918,959
D29,2020-06-01,95900,57540,1918,959
D29,2020-07-01,95900,57540,1918,959
D29,2020-08-01,95900,57540,1918,959
D29,2020-09-01,95900,57540,1918,959
D29,2020-10-01,95900,57540,1918,959
D29,2020-11-01,95900,57540,1918,959
D29,2020-12-01,95900,57540,1918,959
D29,2021-01-01,95900,57540,1918,959
D29,2021-02-01,95900,57540,1918,959
D29,2021-03-01,95900,57540,1918,959
D29,2021-04-01,95900,57540,1918,959
D29,2021-05-01,95900,57540,1918,959
D29,2021-06-01,95900,57540,1918,959
D29,2021-07-01,95900,57540,1918,959
D29,2021-08-01,95900,57540,1918,959
D29,2021-09-01,95900,57540,1918,959
D29,2021-10-01,95900,57540,1918,959
D29,2021-11-01,95900,57540,1918,959
D29,2021-12-01,95900,57540,1918,959
D29,2022-01-01,95900,57540,1918,959
D29,2022-02-01,95900,57540,1918,959
D29,2022-03-01,95900,57540,1918,959
D29,2022-04-01,95900,57540,1918,959
D29,2022-05-01,95900,57540,1918,959
D29,2022-06-01,95900,57540,1918,959
D29,2022-07-01,95900,57540,1918,959
D29,2022-08-01,95900,57540,1918,959
D29,2022-09-01,95900,57540,1918,959
D29,2022-10-01,95900,57540,1918,959
D29,2022-11-01,95900,57540,1918,959
D29,2022-12-01,95900,57540,1918,959
D29,2023-01-01,95900,57540,1918,959
D29,2023-02-01,95900,57540,1918,959
D29,2023-03-01,95900,57540,1918,959
D30,2019-04-01,153100,91860,3062,1531
D30,2019-05-01,153100,91860,3062,1531
D30,2019-06-01,153100,91860,3062,1531
D30,2019-07-01,153100,91860,3062,1531
D30,2019-08-01,153100,91860,3062,1531
D30,2019-09-01,153100,91860,3062,1531
D30,2019-10-01,153100,91860,3062,1531
D30,2019-11-01,153100,91860,3062,1531
D30,2019-12-01,153100,91860,3062,1531
D30,2020-01-01,153100,91860,3062,1531
D30,2020-02-01,153100,91860,3062,1531
D30,2020-03-01,153100,91860,3062,1531
D30,2020-04-01,153100,91860,3062,1531
D30,2020-05-01,153100,91860,3062,1531
D30,2020-06-01,153100,91860,3062,1531
D30,2020-07-01,153100,91860,3062,1531
D30,2020-08-01,153100,91860,3062,1531
D30,2020-09-01,153100,91860,3062,1531
D30,2020-10-01,153100,91860,3062,1531
D30,2020-11-01,153100,91860,3062,1531
D30,2020-12-01,153100,91860,3062,1531
D30,2021-01-01,153100,91860,3062,1531
D30,2021-02-01,153100,91860,3062,1531
D30,2021-03-01,153100,91860,3062,1531
D30,2021-04-01,153100,91860,3062,1531
D30,2021-05-01,153100,91860,3062,1531
D30,2021-06-01,153100,91860,3062,1531
D30,2021-07-01,153100,91860,3062,1531
D30,2021-08-01,153100,91860,3062,1531
D30,2021-09-01,153100,91860,3062,1531
D30,2021-10-01,153100,91860,3062,1531
D30,2021-11-01,153100,91860,3062,1531
D30,2021-12-01,153100,91860,3062,1531
D30,2022-01-01,153100,91860,3062,1531
D30,2022-02-01,153100,91860,3062,1531
D30,2022-03-01,153100,91860,3062,1531
D30,2022-04-01,153100,91860,3062,1531
D30,2022-05-01,153100,91860,3062,1531
D30,2022-06-01,153100,91860,3062,1531
D30,2022-07-01,153100,91860,3062,1531
D30,2022-08-01,153100,91860,3062,1531
D30,2022-09-01,153100,91860,3062,1531
D30,2022-10-01,153100,91860,3062,1531
D30,2022-11-01,153100,91860,3062,1531
D30,2022-12-01,153100,91860,3062,1531
D30,2023-01-01,153100,91860,3062,1531
D30,2023-02-01,153100,91860,3062,1531
D30,2023-03-01,153100,91860,3062,1531
D31,2019-04-01,146500,87900,2930,1465
D31,2019-05-01,146500,87900,2930,1465
D31,2019-06-01,146500,87900,2930,1465
D31,2019-07-01,146500,87900,2930,1465
D31,2019-08-01,146500,87900,2930,1465
D31,2019-09-01,146500,87900,2930,1465
D31,2019-10-01,146500,87900,2930,1465
D31,2019-11-01,146500,87900,2930,1465
D31,2019-12-01,146500,87900,2930,1465
D31,2020-01-01,146500,87900,2930,1465
D31,2020-02-01,146500,87900,2930,1465
D31,2020-03-01,146500,87900,2930,1465
D31,2020-04-01,146500,87900,2930,1465
D31,2020-05-01,146500,87900,2930,1465
D31,2020-06-01,146500,87900,2930,1465
D31,2020-07-01,146500,87900,2930,1465
D31,2020-08-01,146500,87900,2930,1465
D31,2020-09-01,146500,87900,2930,1465
D31,2020-10-01,146500,87900,2930,1465
D31,2020-11-01,146500,87900,2930,1465
D31,2020-12-01,146500,87900,2930,1465
D31,2021-01-01,146500,87900,2930,1465
D31,2021-02-01,146500,87900,2930,1465
D31,2021-03-01,146500,87900,2930,1465
D31,2021-04-01,146500,87900,2930,1465
D31,2021-05-01,146500,87900,2930,1465
D31,2021-06-01,146500,87900,2930,1465
D31,2021-07-01,146500,87900,2930,1465
D31,2021-08-01,146500,87900,2930,1465
D31,2021-09-01,146500,87900,2930,1465
D31,2021-10-01,146500,87900,2930,1465
D31,2021-11-01,146500,87900,2930,1465
D31,2021-12-01,146500,87900,2930,1465
D31,2022-01-01,146500,87900,2930,1465
D31,2022-02-01,146500,87900,2930,1465
D31,2022-03-01,146500,87900,2930,1465
D31,2022-04-01,146500,87900,2930,1465
D31,2022-05-01,146500,87900,2930,1465
D31,2022-06-01,146500,87900,2930,1465
D31,2022-07-01,146500,87900,2930,1465
D31,2022-08-01,146500,87900,2930,1465
D31,2022-09-01,146500,87900,2930,1465
D31,2022-10-01,146500,87900,2930,1465
D31,2022-11-01,146500,87900,2930,1465
D31,2022-12-01,146500,87900,2930,1465
D31,2023-01-01,146500,87900,2930,1465
D31,2023-02-01,146500,87900,2930,1465
D31,2023-03-01,146500,87900,2930,1465
D32,2019-04-01,88900,53340,1778,889
D32,2019-05-01,88900,53340,1778,889
D32,2019-06-01,88900,53340,1778,889
D32,2019-07-01,88900,53340,1778,889
D32,2019-08-01,88900,53340,1778,889
D32,2019-09-01,88900,53340,1778,889
D32,2019-10-01,88900,53340,1778,889
D32,2019-11-01,88900,53340,1778,889
D32,2019-12-01,88900,53340,1778,889
D32,2020-01-01,88900,53340,1778,889
D32,2020-02-01,88900,53340,1778,889
D32,2020-03-01,88900,53340,1778,889
D32,2020-04-01,88900,53340,1778,889
D32,2020-05-01,88900,53340,1778,889
D32,2020-06-01,88900,53340,1778,889
D32,2020-07-01,88900,53340,1778,889
D32,2020-08-01,88900,53340,1778,889
D32,2020-09-01,88900,53340,1778,889
D32,2020-10-01,88900,53340,1778,889
D32,2020-11-01,88900,53340,1778,889
D32,2020-12-01,88900,53340,1778,889
D32,2021-01-01,88900,53340,1778,889
D32,2021-02-01,88900,53340,1778,889
D32,2021-03-01,88900,53340,1778,889
D32,2021-04-01,88900,53340,1778,889
D32,2021-05-01,88900,53340,1778,889
D32,2021-06-01,88900,53340,1778,889
D32,2021-07-01,88900,53340,1778,889
D32,2021-08-01,88900,53340,1778,889
D32,2021-09-01,88900,53340,1778,889
D32,2021-10-01,88900,53340,1778,889
D32,2021-11-01,88900,53340,1778,889
D32,2021-12-01,88900,53340,1778,889
D32,2022-01-01,88900,53340,1778,889
D32,2022-02-01,88900,53340,1778,889
D32,2022-03-01,88900,53340,1778,889
D32,2022-04-01,88900,53340,1778,889
D32,2022-05-01,88900,53340,1778,889
D32,2022-06-01,88900,53340,1778,889
D32,2022-07-01,88900,53340,1778,889
D32,2022-08-01,88900,53340,1778,889
D32,2022-09-01,88900,53340,1778,889
D32,2022-10-01,88900,53340,1778,889
D32,2022-11-01,88900,53340,1778,889
D32,2022-12-01,88900,53340,1778,889
D32,2023-01-01,88900,53340,1778,889
D32,2023-02-01,88900,53340,1778,889
D32,2023-03-01,88900,53340,1778,889
D33,2019-04-01,177300,106380,3546,1773
D33,2019-05-01,177300,106380,3546,1773
D33,2019-06-01,177300,106380,3546,1773
D33,2019-07-01,177300,106380,3546,1773
D33,2019-08-01,177300,106380,3546,1773
D33,2019-09-01,177300,106380,3546,1773
D33,2019-10-01,177300,106380,3546,1773
D33,2019-11-01,177300,106380,3546,1773
D33,2019-12-01,177300,106380,3546,1773
D33,2020-01-01,177300,106380,3546,1773
D33,2020-02-01,177300,106380,3546,1773
D33,2020-03-01,177300,106380,3546,1773
D33,2020-04-01,177300,106380,3546,1773
D33,2020-05-01,177300,106380,3546,1773
D33,2020-06-01,177300,106380,3546,1773
D33,2020-07-01,177300,106380,3546,1773
D33,2020-08-01,177300,106380,3546,1773
D33,2020-09-01,177300,106380,3546,1773
D33,2020-10-01,177300,106380,3546,1773
D33,2020-11-01,177300,106380,3546,1773
D33,2020-12-01,177300,106380,3546,1773
D33,2021-01-01,177300,106380,3546,1773
D33,2021-02-01,177300,106380,3546,1773
D33,2021-03-01,177300,106380,3546,1773
D33,2021-04-01,177300,106380,3546,1773
D33,2021-05-01,177300,106380,3546,1773
D33,2021-06-01,177300,106380,3546,1773
D33,2021-07-01,177300,106380,3546,1773
D33,2021-08-01,177300,106380,3546,1773
D33,2021-09-01,177300,106380,3546,1773
D33,2021-10-01,177300,106380,3546,1773
D33,2021-11-01,177300,106380,3546,1773
D33,2021-12-01,177300,106380,3546,1773
D33,2022-01-01,177300,106380,3546,1773
D33,2022-02-01,177300,106380,3546,1773
D33,2022-03-01,177300,106380,3546,1773
D33,2022-04-01,177300,106380,3546,1773
D33,2022-05-01,177300,106380,3546,1773
D33,2022-06-01,177300,106380,3546,1773
D33,2022-07-01,177300,106380,3546,1773
D33,2022-08-01,177300,106380,3546,1773
D33,2022-09-01,177300,106380,3546,1773
D33,2022-10-01,177300,106380,3546,1773
D33,2022-11-01,177300,106380,3546,1773
D33,2022-12-01,177300,106380,3546,1773
D33,2023-01-01,177300,106380,3546,1773
D33,2023-02-01,177300,106380,3546,1773
D33,2023-03-01,177300,106380,3546,1773
