dist_code,month,sector,investment in cr
D32,2020-05-01,IT,88.9
D32,2020-06-01,Pharma,88.9
D32,2020-07-01,Manufacturing,88.9
D32,2020-08-01,Food,88.9
D32,2020-09-01,Textiles,88.9
D32,2020-10-01,Manufacturing,88.9
D32,2020-11-01,Textiles,88.9
D32,2020-12-01,Textiles,88.9
D32,2021-01-01,Pharma,88.9
D32,2021-02-01,IT,88.9
D32,2021-03-01,Manufacturing,88.9
D32,2021-04-01,Manufacturing,88.9
D32,2021-05-01,Pharma,88.9
D32,2021-06-01,IT,88.9
D32,2021-07-01,Textiles,88.9
D32,2021-08-01,IT,88.9
D32,2021-09-01,Textiles,88.9
D32,2021-10-01,Textiles,88.9
D32,2021-11-01,Food,88.9
D32,2021-12-01,Textiles,88.9
D32,2022-01-01,Pharma,88.9
D32,2022-02-01,IT,88.9
D32,2022-03-01,Manufacturing,88.9
D32,2022-04-01,Manufacturing,88.9
D32,2022-05-01,Textiles,88.9
D32,2022-06-01,Pharma,88.9
D32,2022-07-01,IT,88.9
D32,2022-08-01,Textiles,88.9
D32,2022-09-01,Pharma,88.9
D32,2022-10-01,Manufacturing,88.9
D32,2022-11-01,Food,88.9
D32,2022-12-01,Food,88.9
D32,2023-01-01,Food,88.9
D32,2023-02-01,Pharma,88.9
D32,2023-03-01,Food,88.9
D33,2019-04-01,Food,177.3
D33,2019-05-01,Textiles,177.3
D33,2019-06-01,Manufacturing,177.3
D33,2019-07-01,Textiles,177.3
D33,2019-08-01,IT,177.3
D33,2019-09-01,Manufacturing,177.3
D33,2019-10-01,IT,177.3
D33,2019-11-01,Food,177.3
D33,2019-12-01,Manufacturing,177.3
D33,2020-01-01,Food,177.3
D33,2020-02-01,IT,177.3
D33,2020-03-01,IT,177.3
D33,2020-04-01,Textiles,177.3
D33,2020-05-01,Textiles,177.3
D33,2020-06-01,Textiles,177.3
D33,2020-07-01,IT,177.3
D33,2020-08-01,Manufacturing,177.3
D33,2020-09-01,Textiles,177.3
D33,2020-10-01,Textiles,177.3
D33,2020-11-01,Food,177.3
D33,2020-12-01,Food,177.3
D33,2021-01-01,IT,177.3
D33,2021-02-01,Food,177.3
D33,2021-03-01,Pharma,177.3
D33,2021-04-01,Pharma,177.3
D33,2021-05-01,IT,177.3
D33,2021-06-01,Pharma,177.3
D33,2021-07-01,Food,177.3
D33,2021-08-01,Textiles,177.3
D33,2021-09-01,Food,177.3
D33,2021-10-01,IT,177.3
D33,2021-11-01,Textiles,177.3
D33,2021-12-01,Textiles,177.3
D33,2022-01-01,Food,177.3
D33,2022-02-01,Food,177.3
D33,2022-03-01,Food,177.3
D33,2022-04-01,Pharma,177.3
D33,2022-05-01,IT,177.3
D33,2022-06-01,Pharma,177.3
D33,2022-07-01,Food,177.3
D33,2022-08-01,Manufacturing,177.3
D33,2022-09-01,Textiles,177.3
D33,2022-10-01,Manufacturing,177.3
D33,2022-11-01,Pharma,177.3
D33,2022-12-01,Pharma,177.3
D33,2023-01-01,Textiles,177.3
D33,2023-02-01,Food,177.3
D33,2023-03-01,Pharma,177.3
